Date,Visitor,G_VIS,Home,G_HOME,,Att.,LOG,Notes
2024-01-25,Chicago Blackhawks,0,Edmonton Oilers,3,,18347,2:23,
2024-01-25,Nashville Predators,3,Minnesota Wild,2,,18254,2:35,
2024-01-25,New York Islanders,3,Montreal Canadiens,4,,21105,2:34,
2024-01-25,Boston Bruins,3,Ottawa Senators,2,OT,18722,2:37,
2024-01-25,Arizona Coyotes,3,Tampa Bay Lightning,6,,19092,2:20,
2024-01-26,Los Angeles Kings,1,Colorado Avalanche,5,,18131,2:26,
2024-01-26,Vegas Golden Knights,5,New York Rangers,2,,18006,2:33,
2024-01-26,Florida Panthers,3,Pittsburgh Penguins,2,SO,18188,2:50,
2024-01-26,St. Louis Blues,4,Seattle Kraken,3,OT,17151,2:27,
2024-01-27,Arizona Coyotes,1,Carolina Hurricanes,3,,18718,2:30,
2024-01-27,Chicago Blackhawks,0,Calgary Flames,1,,18279,2:21,
2024-01-27,Washington Capitals,4,Dallas Stars,5,OT,18532,2:36,
2024-01-27,Vegas Golden Knights,2,Detroit Red Wings,5,,19515,2:23,
2024-01-27,Nashville Predators,1,Edmonton Oilers,4,,18347,2:21,
2024-01-27,Anaheim Ducks,3,Minnesota Wild,2,,19053,2:31,
2024-01-27,Florida Panthers,3,New York Islanders,2,OT,17255,2:35,
2024-01-27,New York Rangers,7,Ottawa Senators,2,,19262,2:29,
2024-01-27,Boston Bruins,6,Philadelphia Flyers,2,,19276,2:29,
2024-01-27,Montreal Canadiens,2,Pittsburgh Penguins,3,OT,18377,2:28,
2024-01-27,Buffalo Sabres,5,San Jose Sharks,2,,17435,2:33,
2024-01-27,New Jersey Devils,3,Tampa Bay Lightning,6,,19092,2:26,
2024-01-27,Columbus Blue Jackets,4,Vancouver Canucks,5,OT,19002,2:44,
2024-01-27,Toronto Maple Leafs,4,Winnipeg Jets,2,,15225,2:24,
2024-01-28,Columbus Blue Jackets,2,Seattle Kraken,4,,17151,2:28,
2024-01-28,Los Angeles Kings,3,St. Louis Blues,4,OT,18096,2:25,
2024-01-29,Nashville Predators,3,Ottawa Senators,4,OT,16284,2:38,
2024-01-30,Seattle Kraken,0,San Jose Sharks,2,,10988,2:20,
2024-01-30,Columbus Blue Jackets,1,St. Louis Blues,0,,18096,2:20,
2024-01-31,San Jose Sharks,2,Anaheim Ducks,3,OT,15654,2:34,
2024-01-31,Ottawa Senators,3,Detroit Red Wings,2,OT,19515,2:26,
2024-01-31,Los Angeles Kings,4,Nashville Predators,2,,17453,2:23,
2024-02-05,Colorado Avalanche,1,New York Rangers,2,OT,18006,2:23,
2024-02-05,New York Islanders,3,Toronto Maple Leafs,2,,18365,2:26,
2024-02-06,Calgary Flames,4,Boston Bruins,1,,17850,2:31,
2024-02-06,Dallas Stars,2,Buffalo Sabres,1,,13221,2:36,
2024-02-06,Vancouver Canucks,3,Carolina Hurricanes,2,,18700,2:22,
2024-02-06,Philadelphia Flyers,2,Florida Panthers,1,,17340,2:22,
2024-02-06,Colorado Avalanche,3,New Jersey Devils,5,,16326,2:36,
2024-02-06,Winnipeg Jets,0,Pittsburgh Penguins,3,,17086,2:24,
2024-02-06,Edmonton Oilers,1,Vegas Golden Knights,3,,18433,2:26,
2024-02-06,Montreal Canadiens,5,Washington Capitals,2,,16959,2:29,
2024-02-07,Minnesota Wild,2,Chicago Blackhawks,1,,17230,2:31,
2024-02-07,Tampa Bay Lightning,1,New York Rangers,3,,17208,2:24,
2024-02-07,Dallas Stars,4,Toronto Maple Leafs,5,,18517,2:31,
2024-02-08,Vegas Golden Knights,3,Arizona Coyotes,2,,4600,2:25,
2024-02-08,Vancouver Canucks,0,Boston Bruins,4,,17850,2:26,
2024-02-08,Colorado Avalanche,2,Carolina Hurricanes,5,,18720,2:37,
2024-02-08,Washington Capitals,2,Florida Panthers,4,,17645,2:29,
2024-02-08,Calgary Flames,5,New Jersey Devils,3,,16374,2:30,
2024-02-08,Tampa Bay Lightning,2,New York Islanders,6,,17255,2:19,
2024-02-08,Winnipeg Jets,1,Philadelphia Flyers,4,,18049,2:24,
2024-02-09,Edmonton Oilers,5,Anaheim Ducks,3,,17489,2:25,
2024-02-09,New York Rangers,4,Chicago Blackhawks,3,OT,19995,2:30,
2024-02-09,Pittsburgh Penguins,2,Minnesota Wild,3,,19329,2:43,
2024-02-10,Washington Capitals,3,Boston Bruins,0,,17850,2:25,
2024-02-10,St. Louis Blues,3,Buffalo Sabres,1,,16726,2:28,
2024-02-10,New Jersey Devils,0,Carolina Hurricanes,1,OT,18997,2:31,
2024-02-10,Tampa Bay Lightning,4,Columbus Blue Jackets,2,,18876,2:32,
2024-02-10,Vancouver Canucks,3,Detroit Red Wings,4,OT,19515,2:35,
2024-02-10,Colorado Avalanche,0,Florida Panthers,4,,19304,2:23,
2024-02-10,Edmonton Oilers,0,Los Angeles Kings,4,,18145,2:34,
2024-02-10,Dallas Stars,3,Montreal Canadiens,2,,21105,2:29,
2024-02-10,Arizona Coyotes,4,Nashville Predators,5,OT,17507,2:36,
2024-02-10,Calgary Flames,5,New York Islanders,2,,17255,2:32,
2024-02-10,Toronto Maple Leafs,3,Ottawa Senators,5,,19679,2:25,
2024-02-10,Seattle Kraken,2,Philadelphia Flyers,3,,18926,2:35,
2024-02-10,Pittsburgh Penguins,1,Winnipeg Jets,2,,15225,2:14,
2024-02-11,St. Louis Blues,7,Montreal Canadiens,2,,21105,2:36,
2024-02-11,Vancouver Canucks,3,Washington Capitals,2,OT,18573,2:27,
2024-02-12,Seattle Kraken,1,New Jersey Devils,3,,14511,2:23,
2024-02-12,Calgary Flames,0,New York Rangers,2,,18006,2:22,
2024-02-12,Arizona Coyotes,3,Philadelphia Flyers,5,,18094,2:37,
2024-02-12,Minnesota Wild,5,Vegas Golden Knights,3,,18207,2:33,
2024-02-13,Tampa Bay Lightning,3,Boston Bruins,2,SO,17850,2:48,
2024-02-13,Los Angeles Kings,0,Buffalo Sabres,7,,13292,2:16,
2024-02-13,Vancouver Canucks,4,Chicago Blackhawks,2,,16452,2:22,
2024-02-13,Carolina Hurricanes,2,Dallas Stars,4,,18532,2:28,
2024-02-13,Detroit Red Wings,4,Edmonton Oilers,8,,18347,2:27,
2024-02-13,Anaheim Ducks,0,Montreal Canadiens,5,,21105,2:26,
2024-02-13,New Jersey Devils,4,Nashville Predators,2,,17159,2:27,
2024-02-13,Seattle Kraken,2,New York Islanders,1,SO,17255,2:35,
2024-02-13,Columbus Blue Jackets,3,Ottawa Senators,6,,15203,2:34,
2024-02-13,St. Louis Blues,1,Toronto Maple Leafs,4,,18307,2:20,
2024-02-13,Colorado Avalanche,6,Washington Capitals,3,,17878,2:38,
2024-02-14,Minnesota Wild,3,Arizona Coyotes,1,,4600,2:41,
2024-02-14,Florida Panthers,5,Pittsburgh Penguins,2,,17967,2:30,
2024-02-14,San Jose Sharks,0,Winnipeg Jets,1,,13786,2:20,
2024-02-15,Seattle Kraken,4,Boston Bruins,1,,17850,2:22,
2024-02-15,Florida Panthers,4,Buffalo Sabres,0,,14277,2:24,
2024-02-15,San Jose Sharks,6,Calgary Flames,3,,16852,2:37,
2024-02-15,Pittsburgh Penguins,4,Chicago Blackhawks,1,,19423,2:19,
2024-02-15,Los Angeles Kings,2,New Jersey Devils,1,,16105,2:23,
2024-02-15,Dallas Stars,9,Nashville Predators,2,,17159,2:30,
2024-02-15,Montreal Canadiens,4,New York Rangers,7,,18006,2:45,
2024-02-15,Anaheim Ducks,5,Ottawa Senators,1,,16297,2:23,
2024-02-15,Edmonton Oilers,3,St. Louis Blues,6,,18096,2:30,
2024-02-15,Colorado Avalanche,3,Tampa Bay Lightning,6,,19092,2:45,
2024-02-15,Philadelphia Flyers,3,Toronto Maple Leafs,4,OT,18646,2:33,
2024-02-15,Detroit Red Wings,1,Vancouver Canucks,4,,18947,2:25,
2024-02-16,Carolina Hurricanes,5,Arizona Coyotes,1,,4600,2:27,
2024-02-17,Los Angeles Kings,5,Boston Bruins,4,OT,17850,2:48,
2024-02-17,Detroit Red Wings,5,Calgary Flames,0,,17854,2:40,
2024-02-17,Ottawa Senators,2,Chicago Blackhawks,3,,18888,2:28,
2024-02-17,Edmonton Oilers,4,Dallas Stars,3,OT,18532,2:32,
2024-02-17,Buffalo Sabres,3,Minnesota Wild,2,OT,19276,2:33,
2024-02-17,Washington Capitals,4,Montreal Canadiens,3,,21105,2:31,
2024-02-17,Philadelphia Flyers,3,New Jersey Devils,6,,70328,2:47,at MetLife Stadium (East Rutherford NJ)
2024-02-17,Columbus Blue Jackets,4,San Jose Sharks,3,,17435,2:33,
2024-02-17,Nashville Predators,5,St. Louis Blues,2,,18096,2:25,
2024-02-17,Florida Panthers,9,Tampa Bay Lightning,2,,19092,2:35,
2024-02-17,Anaheim Ducks,2,Toronto Maple Leafs,9,,19247,2:23,
2024-02-17,Winnipeg Jets,4,Vancouver Canucks,2,,18992,2:30,
2024-02-17,Carolina Hurricanes,3,Vegas Golden Knights,1,,18355,2:30,
2024-02-18,Arizona Coyotes,3,Colorado Avalanche,4,,18133,2:50,
2024-02-18,New York Rangers,6,New York Islanders,5,OT,79690,2:48,at MetLife Stadium (East Rutherford NJ)
2024-02-18,Los Angeles Kings,2,Pittsburgh Penguins,1,,18422,2:27,
2024-02-19,Edmonton Oilers,6,Arizona Coyotes,3,,4600,2:26,
2024-02-19,Dallas Stars,3,Boston Bruins,4,SO,17850,2:53,
2024-02-19,Anaheim Ducks,4,Buffalo Sabres,3,,17229,2:19,
2024-02-19,Chicago Blackhawks,3,Carolina Hurricanes,6,,18909,2:25,
2024-02-19,Winnipeg Jets,3,Calgary Flames,6,,18037,2:24,
2024-02-19,Vancouver Canucks,7,Minnesota Wild,10,,19024,2:37,
2024-02-19,Detroit Red Wings,4,Seattle Kraken,3,OT,17151,2:29,
2024-02-19,Vegas Golden Knights,4,San Jose Sharks,0,,13673,2:22,
2024-02-19,Toronto Maple Leafs,4,St. Louis Blues,2,,18096,2:27,
2024-02-19,Ottawa Senators,4,Tampa Bay Lightning,2,,19092,2:28,
2024-02-20,Vancouver Canucks,1,Colorado Avalanche,3,,18121,2:28,
2024-02-20,Ottawa Senators,2,Florida Panthers,3,OT,19000,2:30,
2024-02-20,Columbus Blue Jackets,1,Los Angeles Kings,5,,16980,2:31,
2024-02-20,Dallas Stars,1,New York Rangers,3,,18006,2:29,
2024-02-20,New York Islanders,5,Pittsburgh Penguins,4,OT,18016,2:36,
2024-02-20,Nashville Predators,5,Vegas Golden Knights,3,,17727,2:29,
2024-02-20,Minnesota Wild,3,Winnipeg Jets,6,,14707,2:30,
2024-02-20,New Jersey Devils,2,Washington Capitals,6,,17232,2:29,
2024-02-21,Columbus Blue Jackets,7,Anaheim Ducks,4,,14518,2:27,
2024-02-21,Toronto Maple Leafs,6,Arizona Coyotes,3,,4600,2:35,
2024-02-21,Philadelphia Flyers,3,Chicago Blackhawks,1,,18245,2:25,
2024-02-21,Boston Bruins,6,Edmonton Oilers,5,OT,18347,2:46,
2024-02-21,Buffalo Sabres,3,Montreal Canadiens,2,,21105,2:22,
2024-02-22,Florida Panthers,0,Carolina Hurricanes,1,,18700,2:26,
2024-02-22,Boston Bruins,2,Calgary Flames,3,OT,17750,2:31,
2024-02-22,Colorado Avalanche,1,Detroit Red Wings,2,OT,19515,2:29,
2024-02-22,Nashville Predators,4,Los Angeles Kings,1,,17415,2:26,
2024-02-22,New York Rangers,5,New Jersey Devils,1,,16650,2:37,
2024-02-22,Dallas Stars,1,Ottawa Senators,4,,16118,2:19,
2024-02-22,Montreal Canadiens,1,Pittsburgh Penguins,4,,17160,2:24,
2024-02-22,Vancouver Canucks,2,Seattle Kraken,5,,17151,2:27,
2024-02-22,New York Islanders,0,St. Louis Blues,4,,18096,2:26,
2024-02-22,Washington Capitals,5,Tampa Bay Lightning,3,,19092,2:33,
2024-02-22,Toronto Maple Leafs,7,Vegas Golden Knights,3,,18188,2:23,
2024-02-23,Buffalo Sabres,2,Columbus Blue Jackets,1,,18943,2:21,
2024-02-23,Winnipeg Jets,3,Chicago Blackhawks,2,OT,18891,2:24,
2024-02-23,Minnesota Wild,4,Edmonton Oilers,2,,18347,2:28,
2024-02-24,Dallas Stars,2,Carolina Hurricanes,1,,18952,2:27,
2024-02-24,Toronto Maple Leafs,4,Colorado Avalanche,3,,18135,2:23,
2024-02-24,St. Louis Blues,1,Detroit Red Wings,6,,19515,2:24,
2024-02-24,Calgary Flames,6,Edmonton Oilers,3,,18347,2:41,
2024-02-24,Washington Capitals,2,Florida Panthers,3,OT,19887,2:37,
2024-02-24,Anaheim Ducks,2,Los Angeles Kings,3,SO,18203,2:36,
2024-02-24,Montreal Canadiens,3,New Jersey Devils,4,,16514,2:21,
2024-02-24,Tampa Bay Lightning,4,New York Islanders,2,,17255,2:28,
2024-02-24,Vegas Golden Knights,3,Ottawa Senators,4,SO,19197,2:34,
2024-02-24,New York Rangers,2,Philadelphia Flyers,1,,19756,2:34,
2024-02-24,Minnesota Wild,5,Seattle Kraken,2,,17151,2:36,
2024-02-24,Nashville Predators,4,San Jose Sharks,2,,15919,2:29,
2024-02-24,Boston Bruins,2,Vancouver Canucks,3,OT,18924,2:44,
2024-02-25,Nashville Predators,4,Anaheim Ducks,2,,16370,2:25,
2024-02-25,Carolina Hurricanes,2,Buffalo Sabres,3,SO,15690,2:37,
2024-02-25,New York Rangers,2,Columbus Blue Jackets,4,,18293,2:37,
2024-02-25,Detroit Red Wings,3,Chicago Blackhawks,2,OT,21141,2:31,
2024-02-25,Tampa Bay Lightning,4,New Jersey Devils,1,,16514,2:21,
2024-02-25,Philadelphia Flyers,6,Pittsburgh Penguins,7,,18212,2:33,
2024-02-25,Arizona Coyotes,3,Winnipeg Jets,4,OT,14324,2:28,
2024-02-26,New York Islanders,3,Dallas Stars,2,OT,18532,2:31,
2024-02-26,Los Angeles Kings,2,Edmonton Oilers,4,,18347,2:25,
2024-02-26,Boston Bruins,3,Seattle Kraken,4,SO,17151,2:47,
2024-02-26,Ottawa Senators,3,Washington Capitals,6,,17296,2:24,
2024-02-27,Los Angeles Kings,2,Calgary Flames,4,,16450,2:25,
2024-02-27,Dallas Stars,1,Colorado Avalanche,5,,18117,2:23,
2024-02-27,Washington Capitals,3,Detroit Red Wings,8,,19515,2:24,
2024-02-27,Buffalo Sabres,2,Florida Panthers,3,,18243,2:35,
2024-02-27,Carolina Hurricanes,3,Minnesota Wild,2,,18775,2:27,
2024-02-27,Arizona Coyotes,2,Montreal Canadiens,4,,21105,2:27,
2024-02-27,Ottawa Senators,1,Nashville Predators,4,,17159,2:30,
2024-02-27,Tampa Bay Lightning,2,Philadelphia Flyers,6,,18647,2:41,
2024-02-27,New Jersey Devils,7,San Jose Sharks,2,,10982,2:26,
2024-02-27,Vegas Golden Knights,6,Toronto Maple Leafs,2,,18907,2:29,
2024-02-27,Pittsburgh Penguins,4,Vancouver Canucks,3,OT,18730,2:31,
2024-02-27,St. Louis Blues,2,Winnipeg Jets,4,,13139,2:27,
2024-02-28,St. Louis Blues,2,Edmonton Oilers,3,OT,18347,2:36,
2024-02-28,Columbus Blue Jackets,1,New York Rangers,4,,18006,2:33,
2024-02-29,Vegas Golden Knights,4,Boston Bruins,5,,17850,2:39,
2024-02-29,Carolina Hurricanes,4,Columbus Blue Jackets,2,,18390,2:24,
2024-02-29,Colorado Avalanche,5,Chicago Blackhawks,0,,18096,2:18,
2024-02-29,Winnipeg Jets,1,Dallas Stars,4,,18532,2:29,
2024-02-29,New York Islanders,5,Detroit Red Wings,3,,19515,2:25,
2024-02-29,Montreal Canadiens,3,Florida Panthers,4,SO,18918,2:46,
2024-02-29,Minnesota Wild,1,Nashville Predators,6,,17159,2:33,
2024-02-29,Pittsburgh Penguins,0,Seattle Kraken,2,,17151,2:22,
2024-02-29,Anaheim Ducks,6,San Jose Sharks,4,,10537,2:40,
2024-02-29,Buffalo Sabres,3,Tampa Bay Lightning,2,OT,19092,2:25,
2024-02-29,Arizona Coyotes,2,Toronto Maple Leafs,4,,18662,2:27,
2024-02-29,Los Angeles Kings,5,Vancouver Canucks,1,,18801,2:22,
2024-03-01,New Jersey Devils,3,Anaheim Ducks,4,,16078,2:37,
2024-03-01,Arizona Coyotes,5,Ottawa Senators,3,,17734,2:33,
2024-03-01,Philadelphia Flyers,2,Washington Capitals,5,,18573,2:31,
2024-03-02,Vegas Golden Knights,2,Buffalo Sabres,7,,16693,2:30,
2024-03-02,Winnipeg Jets,5,Carolina Hurricanes,3,,18876,2:26,
2024-03-02,Pittsburgh Penguins,3,Calgary Flames,4,,19289,2:26,
2024-03-02,Columbus Blue Jackets,5,Chicago Blackhawks,2,,18782,2:21,
2024-03-02,San Jose Sharks,2,Dallas Stars,3,SO,18532,2:50,
2024-03-02,Florida Panthers,4,Detroit Red Wings,0,,19515,2:33,
2024-03-02,Colorado Avalanche,1,Nashville Predators,5,,17474,2:23,
2024-03-02,Boston Bruins,1,New York Islanders,5,,17255,2:28,
2024-03-02,Ottawa Senators,2,Philadelphia Flyers,4,,18971,2:24,
2024-03-02,Edmonton Oilers,2,Seattle Kraken,1,,17151,2:21,
2024-03-02,Minnesota Wild,1,St. Louis Blues,3,,18096,2:25,
2024-03-02,Montreal Canadiens,3,Tampa Bay Lightning,4,SO,19092,2:51,
2024-03-02,New York Rangers,3,Toronto Maple Leafs,4,SO,19312,2:52,
2024-03-03,Vancouver Canucks,2,Anaheim Ducks,1,,15161,2:18,
2024-03-03,Winnipeg Jets,5,Buffalo Sabres,2,,14171,2:23,
2024-03-03,Pittsburgh Penguins,1,Edmonton Oilers,6,,18347,2:22,
2024-03-03,New Jersey Devils,1,Los Angeles Kings,5,,18145,2:28,
2024-03-03,San Jose Sharks,3,Minnesota Wild,4,,18879,2:25,
2024-03-03,Arizona Coyotes,5,Washington Capitals,2,,18573,2:33,
2024-03-04,Vegas Golden Knights,3,Columbus Blue Jackets,6,,17338,2:31,
2024-03-04,Seattle Kraken,4,Calgary Flames,2,,16516,2:41,
2024-03-04,Chicago Blackhawks,0,Colorado Avalanche,5,,18125,2:27,
2024-03-04,Florida Panthers,4,New York Rangers,2,,18006,2:30,
2024-03-04,St. Louis Blues,2,Philadelphia Flyers,1,SO,18728,2:34,
2024-03-04,Boston Bruins,4,Toronto Maple Leafs,1,,18911,2:24,
2024-03-05,Chicago Blackhawks,5,Arizona Coyotes,2,,4600,2:26,
2024-03-05,Edmonton Oilers,2,Boston Bruins,1,OT,17850,2:28,
2024-03-05,Vancouver Canucks,2,Los Angeles Kings,1,OT,18145,2:31,
2024-03-05,Florida Panthers,5,New Jersey Devils,3,,16042,2:35,
2024-03-05,Montreal Canadiens,4,Nashville Predators,3,OT,17159,2:33,
2024-03-05,St. Louis Blues,2,New York Islanders,4,,16540,2:13,
2024-03-05,Columbus Blue Jackets,3,Pittsburgh Penguins,5,,17072,2:28,
2024-03-05,Dallas Stars,7,San Jose Sharks,6,OT,10070,2:38,
2024-03-05,Seattle Kraken,4,Winnipeg Jets,3,,13125,2:20,
